-1.070603291929938944e-01,-3.008148617571529826e+01
-5.617550653436398367e-01,-2.561209718146043457e+01
2.132213047103571901e-01,-2.986496106254772087e+01
1.283803319571646506e+00,-7.864401076121052370e+01
4.413994481871879039e-01,-2.820378353331867771e+01
-1.776755911959408296e+00,-1.222214034041560069e+02
8.100416312150939824e-01,-2.241228382418058729e+01
-2.827126846482599931e-02,-3.017481059124832043e+01
1.903425169069870471e+00,-7.700095669388861097e+01
-2.123961206544124014e+00,-1.116254520536488997e+02
1.373933314868132305e+00,-8.062249161262219843e+01
-1.884788937353660820e+00,-1.219777552818478057e+02
1.480197537071858971e+00,-8.208302627130845508e+01
-1.844888065310730907e+00,-1.222085837401079260e+02
-2.779639442076495826e-01,-2.934784881104275200e+01
-1.999911824308084896e-01,-2.979543055174912780e+01
1.899819000498362387e+00,-7.721536561484541039e+01
1.606159455754087251e+00,-8.271729363923765277e+01
1.983670705043355964e+00,-7.047944849281770985e+01
1.210624718005544942e+00,-7.656703378736622767e+01
1.671922865781710899e+00,-8.265521135772443984e+01
-1.902833334408396304e+00,-1.218090701161971197e+02
1.242328095833956869e+00,-7.750627279396377389e+01
8.520727753675609861e-01,-6.252598635257091786e+01
-1.110407840818877556e+00,-9.735916164316776644e+01
-1.794812199645954010e-01,-2.987811575163936340e+01
-1.997261438386596311e+00,-1.197541614267750987e+02
-7.604003434342299778e-03,-3.018417930053634279e+01
5.198587872330619891e-02,-3.017630209761158255e+01
-7.757744066561844676e-01,-2.070668485931853908e+01
-3.706425842106610968e-01,-2.851224879419362779e+01
1.950722424595457305e+00,-7.360836490358634876e+01
-2.027397925290053138e+00,-1.185304617396665208e+02
4.966763273550215962e-01,-2.753757779229053071e+01
5.687913921207572443e-01,-2.652943532910508040e+01
-2.179211229950502204e+00,-1.049274942677871962e+02
8.024920331874469959e-01,-2.254605973240633077e+01
1.874250898958866429e+00,-7.857570744269918350e+01
-5.335067653325589188e-01,-2.614227117881637596e+01
-1.781957847793746108e+00,-1.222349704785101210e+02
-1.892937687598537311e+00,-1.219068540424684954e+02
-1.942811661805899703e+00,-1.212276612817971824e+02
-1.985848450835732359e+00,-1.201356916174038361e+02
-1.207244156553975101e+00,-1.035875046796560071e+02
-1.649274949302026227e+00,-1.212053502302241981e+02
6.065052065496780997e-01,-2.594360424390452025e+01
-6.164413379263151693e-01,-2.449932174535344132e+01
-1.367216906661235409e+00,-1.124062330283175584e+02
-6.011709122113433335e-01,-2.482106833897225329e+01
2.223957050396866975e-01,-2.983013993567028166e+01
1.518643722616409786e+00,-8.238820320000385777e+01
-3.535642655045869165e-01,-2.869397981596462444e+01
-4.758293126024291109e-01,-2.711442735377355717e+01
-1.009997638625312888e+00,-9.050509588531755867e+01
9.828747946406202196e-01,-6.809346908918418251e+01
-1.593683312267256957e-01,-2.994859923759088716e+01
3.618837766433100067e-02,-3.018339586165164334e+01
1.556968377758787270e+00,-8.257925480458671075e+01
-7.766047435909544383e-01,-2.068543527768218482e+01
-1.221087731397565435e+00,-1.044256976961598440e+02
-9.742313104095919885e-01,-8.802053867795679309e+01
-2.076162028243675017e+00,-1.156732597787445371e+02
-8.352379419775510239e-02,-3.011900684843087106e+01
-8.834812565758958236e-01,-1.791330785571744144e+01
-5.343447550208506591e-01,-2.612703431841954327e+01
-4.719482136236221037e-01,-2.717481034222671710e+01
-9.597252090871551955e-01,-8.700234829016558535e+01
-1.324153262770584094e+00,-1.102485570541814752e+02
4.495473462189191749e-01,-2.811226663653205904e+01
-9.043758160282392433e-01,-8.313771802816438594e+01
-5.535874788645205324e-01,-2.576879612492815497e+01
1.752606291758984192e+00,-8.203421747425763044e+01
8.926481977418516678e-01,-6.427540380767165118e+01
-1.112419392763482007e+00,-9.749200859854160228e+01
1.166959006643723651e+00,-7.514101230738309312e+01
1.883333124708308048e+00,-7.812380643462837781e+01
-1.336149743471753526e+00,-1.108654931267264772e+02
5.226617744216848216e-01,-2.719203448184968508e+01
-2.179729661729956636e+00,-1.048528218910329173e+02
