x_init,cost
-0.9975311110191989,-89.64540840087963
-0.4142784204789822,-27.993835888328288
0.7918058379515913,-22.736379518501195
-0.8408230679357585,-19.02434474911982
-1.7479117102798525,-122.10883636394671
-0.03315225711016634,-30.171682408710673
-0.3469657735308498,-28.7609068097444
-1.8941180838061664,-121.89587112210839
-1.5919028517226448,-120.20570942598715
0.6514908973044413,-25.206932814244755
0.9862278068878494,-68.23363136432918
-1.6960307841692086,-121.76307993912708
-1.2464309084361176,-105.93905426261946
1.8671277848756906,-78.90693238747541
1.3135612420763443,-79.37436663644986
-1.0731822371494417,-94.85795402437728
-0.5914542500597357,-25.02105629837158
1.5774422966626807,-82.65287275236481
-1.511793728967188,-118.11664771691868
-2.182752804168754,-104.41272898790126
0.5398916111870373,-26.952619640632076
0.6384535347730469,-25.424972370636393
0.6005472392945874,-26.038257510472967
0.10567259144019703,-30.125903957433078
-1.6064167359314878,-120.49247368601708
1.1519436379751395,-74.62301061331263
0.35929514054079803,-29.000536368724134
-0.2945378053701253,-29.22456362053289
1.6534497111390283,-82.70595756169921
1.9015343584472983,-77.11409485326914
-1.477629779405432,-116.99691225459797
-1.3060018018156998,-109.29737024458451
-1.2198206487180783,-104.34924602280425
-1.4853337849047064,-117.26487197711035
0.008600786310680064,-30.187145926653503
1.1620431652625998,-74.9726405248211
-0.6660601017883148,-23.392775889107487
-1.717666896657744,-121.92987850492479
1.5162626449612282,-82.37338578613472
-1.7819503948026478,-122.23495259633962
-2.1767595310370695,-105.27747913598877
0.6584416498029197,-25.089221528982346
-1.172787209487528,-101.43482177492574
1.3161652313870045,-79.43399634191634
-0.3175531050768543,-29.03614678153525
-1.8847889373536608,-121.9777552818478
-0.5800001390929703,-25.252766885610153
-0.605426137994403,-24.732408152190036
-0.42528128443589,-27.849461112915954
0.9829975675191642,-68.09860688558739
-1.5105126054719769,-118.07769815438256
0.6870304351178471,-24.596504650043098
0.4508032797734307,-28.097939801062058
-1.1466028152900092,-99.7408637675549
0.8999705340562549,-64.58987885558835
0.6222802589184604,-25.689878754609452
-2.0485492840100608,-117.43498316252504
0.703711723344628,-24.30440480301098
-0.03573791019087835,-30.169883500760328
1.4622010285755582,-81.89698571638534
0.8121745389402624,-22.37461375310047
-1.5484238404905275,-119.16475309294306
-2.088067477221396,-114.7894721752512
0.7156833560795501,-24.0935782596002
-0.5366146131068945,-26.085606154745825
-0.1608363911786932,-29.94381421109517
0.5362807844047928,-27.003629159611982
-1.6302498587902023,-120.90958684018419
1.251577904618523,-77.76966608160862
1.0042005318416392,-68.9782013895497
1.4863721185031333,-82.14094960052576
1.1178904799685467,-73.4157005391474
-0.6579604312991747,-23.579035192465007
0.5840286685564395,-26.296768952000434
1.2522244584811943,-77.7878950618841
0.22443394766482205,-29.82215011896021
-2.085754643859442,-114.96726837046253
-0.7452319773080094,-21.48180962936065
0.7740844734643764,-23.053545811683826
1.409577703594524,-81.22310751319938
-0.7070249452317772,-22.424490665390334
0.03041806931835156,-30.18509243948633
-0.2864460350479041,-29.285935449134822
0.6357132212446115,-25.470303902123362
-0.3656736103638132,-28.56637307788504
-0.2779639442076496,-29.347848811042752
1.2743261872352565,-78.39473746420443
0.3567618335448022,-29.02153848048302
-1.3702165478428063,-112.54980982913283
-0.40475550566902063,-28.113997616958866
0.2755156702591415,-29.578353574926684
-0.8202080715102043,-19.561570359325536
-0.5267640237124525,-26.263725504506713
0.9938168971294901,-68.54954771427637
0.18812546156394827,-29.95041274787167
0.1341900645234917,-30.082818914747378
1.7463467278855709,-82.11512024274795
-1.1712136302685916,-101.33415258301358
0.778791607312769,-22.969186686341132
-1.4143589841240574,-114.52806113107948
-0.0828689978695043,-30.119929041044173
0.3097346830168828,-29.368836766107716
0.13143826733679553,-30.08761969692514
1.2826791149026522,-78.61482214670174
1.238775291371637,-77.40388464078089
-0.22537070503354673,-29.674440486078446
1.1352217432551437,-74.0350282322134
1.1961398570949031,-76.10997517836687
1.3665290510622516,-80.48334650228243
-1.6081793608770094,-120.52498402730821
-0.5250514000048168,-26.294245560804136
-0.9912262698793213,-89.20769409264943
1.2981718752067013,-79.00731696036159
-1.7096112136719506,-121.87290534113161
-1.56015079792005,-119.4697759349279
-0.9316617119618704,-85.03331433399897
1.5977444438437782,-82.70347328020269
0.3326318909437087,-29.209577628305567
1.4809595270522284,-82.0903445418663
-0.9327766042343464,-85.11129691065675
-1.5984429410796719,-120.33909429972533
-1.5606984189824304,-119.48361250272518
1.1182981176745312,-73.43047087158588
0.6434881435911262,-25.341223349400334
1.4714486121681483,-81.99567932212744
1.3966307233843596,-81.01925993313863
-1.6259501966180365,-120.83797745574316
-0.9211794068108596,-84.3018895038512
0.689810020021294,-24.548013128957905
-1.924122219082014,-121.54600280955135
-1.9744954298311244,-120.47549645179586
1.968799839266076,-71.97729039414295
0.559154793078469,-26.673345568830094
1.5600097381836218,-82.59152497359536
1.4766601385458649,-82.0484385455932
1.6921667975297585,-82.56553476899505
-0.13980638380418853,-30.006896925758934
0.6296512627653419,-25.569919816039906
-0.40710857919010923,-28.084725702506233
0.20088012452593684,-29.90880271311016
0.6551418391066002,-25.145222378540254
1.2208973507052692,-76.87943671989419
-1.0687050183889129,-94.5518348567025
0.19243572366430417,-29.936777667584124
-1.86767279480103,-122.09964725851141
0.7607234593582048,-23.293059138297437
